metal_type,pouring_temperature,mold_material,cooling_rate,section_thickness,pouring_speed,porosity,shrinkage,cold_shut
Aluminum,695.75,ceramic,high,11.52,0.97,0,0,1
Aluminum,682.14,die,medium,31.17,1.07,0,0,1
Aluminum,738.15,die,high,12.57,2.8,0,0,0
Cast Iron,1281.41,die,low,24.11,2.26,1,1,0
Cast Iron,1209.1,ceramic,high,25.74,2.42,1,0,1
Aluminum,696.32,sand,medium,5.92,1.44,0,0,1
Steel,1582.23,die,low,5.76,2.77,1,1,0
Aluminum,740.35,ceramic,medium,28.41,2.47,0,0,1
Cast Iron,1281.86,sand,high,36.32,2.38,1,0,1
Cast Iron,1296.51,die,high,47.4,2.93,1,1,1
Steel,1455.89,sand,medium,13.06,1.42,1,1,0
Cast Iron,1270.92,die,high,9.65,2.03,0,0,0
Aluminum,718.9,die,medium,7.34,2.77,1,0,0
Steel,1453.06,die,high,24.62,2.48,1,0,0
Aluminum,734.39,sand,medium,33.04,1.91,0,0,1
Aluminum,742.83,ceramic,medium,42.82,0.69,0,1,1
Steel,1485.69,sand,low,35.72,2.13,1,1,1
Aluminum,734.58,die,low,14.38,1.82,0,1,0
Cast Iron,1283.1,sand,medium,25.78,0.96,0,1,1
Aluminum,708.07,ceramic,high,45.97,2.71,0,0,1
Steel,1576.47,sand,high,19.7,1.36,1,1,0
Steel,1492.84,ceramic,high,27.44,1.47,0,0,0
Steel,1568.63,ceramic,medium,48.14,2.18,1,1,1
Aluminum,681.45,sand,medium,38.06,1.72,0,1,1
Steel,1568.12,die,medium,38.65,0.72,0,1,0
Steel,1517.66,ceramic,medium,16.36,1.47,1,1,0
Aluminum,661.69,sand,low,23.66,0.74,0,1,1
Cast Iron,1226.3,ceramic,medium,8.71,0.98,0,1,0
Aluminum,673.35,die,high,32.29,0.52,0,0,1
Steel,1465.08,sand,low,9.67,0.95,1,1,0
Steel,1466.54,sand,high,42.62,1.33,1,1,1
Aluminum,728.01,sand,medium,41.65,1.85,0,1,1
Cast Iron,1326.28,die,low,29.01,2.8,1,1,0
Steel,1589.07,ceramic,medium,11.35,1.85,1,1,0
Steel,1578.09,sand,low,6.15,2.26,1,1,0
Steel,1574.53,ceramic,high,40.85,1.39,1,1,1
Aluminum,656.88,ceramic,medium,32.01,2.38,0,1,1
Steel,1568.52,die,medium,36.99,2.05,1,1,0
Cast Iron,1306.66,sand,low,18.67,1.65,1,1,0
Steel,1469.69,ceramic,low,27.93,0.98,1,1,0
Steel,1549.3,sand,medium,38.62,1.26,0,1,0
Cast Iron,1240.5,sand,low,25.82,2.05,1,1,1
Steel,1585.0,die,medium,32.06,1.57,1,1,0
Aluminum,719.54,sand,low,40.54,2.72,0,1,1
Aluminum,745.1,sand,high,14.68,1.09,0,0,1
Aluminum,660.49,ceramic,low,7.97,0.68,0,1,1
Cast Iron,1158.12,die,high,28.93,1.97,0,0,0
Steel,1596.04,sand,low,7.8,2.72,1,1,0
Aluminum,658.02,ceramic,low,39.5,1.41,0,1,1
Cast Iron,1227.24,die,medium,37.36,2.12,0,1,0
Steel,1547.5,die,low,44.68,1.08,1,1,0
Cast Iron,1326.01,ceramic,low,33.78,1.9,1,1,1
Aluminum,675.46,ceramic,high,8.02,2.47,0,0,1
Aluminum,652.91,ceramic,low,16.39,2.67,1,1,1
Aluminum,702.13,ceramic,medium,41.36,0.76,0,1,1
Cast Iron,1244.22,ceramic,high,12.52,1.39,0,0,0
Cast Iron,1211.38,sand,medium,36.43,2.1,1,1,1
Aluminum,737.39,sand,medium,40.11,0.59,0,1,1
Cast Iron,1299.86,die,medium,19.86,2.23,1,1,0
Aluminum,735.81,sand,medium,19.5,1.82,0,0,1
Aluminum,666.18,sand,high,30.1,1.22,0,0,1
Steel,1553.86,sand,low,43.76,2.54,1,1,0
Cast Iron,1345.02,ceramic,medium,15.08,1.23,1,1,0
Aluminum,711.19,die,high,47.36,2.98,0,0,1
Aluminum,667.14,die,medium,31.96,2.54,1,1,1
Cast Iron,1349.16,die,low,49.65,2.27,1,1,1
Steel,1529.25,die,high,9.03,0.65,0,0,0
Steel,1576.01,sand,high,10.7,2.76,1,0,0
Aluminum,664.94,sand,low,42.2,2.48,1,1,1
Cast Iron,1283.22,ceramic,high,43.91,1.07,0,0,0
Steel,1586.89,die,low,25.05,1.48,1,1,0
Cast Iron,1256.4,sand,high,37.13,1.17,0,1,1
Cast Iron,1207.73,sand,high,44.04,2.96,1,1,1
Aluminum,662.74,ceramic,low,6.94,2.64,1,1,1
Steel,1494.39,ceramic,low,30.83,2.83,1,1,0
Aluminum,685.49,ceramic,high,43.41,2.47,0,0,1
Steel,1556.49,sand,high,22.92,1.64,1,0,0
Steel,1476.79,sand,low,18.61,1.01,1,1,0
Steel,1465.92,ceramic,low,40.81,1.02,1,1,0
Steel,1508.04,die,high,20.11,0.88,0,0,0
Steel,1518.8,ceramic,high,5.14,1.87,1,0,0
Cast Iron,1275.68,ceramic,high,48.18,2.8,1,1,1
Aluminum,720.75,ceramic,low,31.65,2.98,1,1,1
Cast Iron,1327.86,ceramic,high,41.88,1.22,0,0,1
Steel,1493.34,sand,medium,42.14,2.24,1,1,1
Aluminum,702.86,die,low,7.99,1.99,1,1,0
Steel,1504.91,ceramic,high,12.69,1.72,1,0,0
Aluminum,650.14,die,low,19.0,2.16,0,1,1
Cast Iron,1265.89,die,medium,19.43,1.43,1,1,0
Aluminum,731.58,die,low,34.65,2.86,1,1,1
Aluminum,653.64,ceramic,high,33.04,2.26,0,0,1
Aluminum,650.35,sand,medium,27.26,2.39,0,0,1
Aluminum,722.78,ceramic,medium,14.51,1.11,0,0,1
Aluminum,718.39,die,high,22.19,0.92,0,0,1
Steel,1510.88,die,high,29.46,1.49,1,1,0
Aluminum,716.16,sand,high,26.06,2.42,0,0,1
Aluminum,745.34,ceramic,low,10.73,2.85,1,1,1
Cast Iron,1199.57,die,low,34.23,1.57,1,1,0
Aluminum,674.59,sand,low,8.29,2.44,1,1,1
Cast Iron,1187.25,die,high,22.02,1.68,0,0,0
Steel,1558.6,sand,high,36.95,1.24,0,1,0
Aluminum,685.32,sand,low,5.9,2.35,1,1,1
Cast Iron,1347.74,ceramic,medium,30.65,2.5,1,1,1
Cast Iron,1292.93,die,low,20.05,1.01,1,1,0
Steel,1505.11,ceramic,medium,5.4,1.26,1,1,0
Aluminum,664.92,die,high,13.57,1.74,0,0,1
Aluminum,709.2,ceramic,high,47.34,0.97,0,0,1
Cast Iron,1208.98,die,low,28.45,2.82,1,1,0
Aluminum,740.55,ceramic,low,49.88,1.98,0,1,1
Cast Iron,1238.28,sand,high,28.62,0.8,0,0,1
Aluminum,679.26,die,low,29.48,0.96,0,1,1
Cast Iron,1267.71,die,high,22.63,2.89,1,0,0
Aluminum,663.7,sand,high,18.95,2.35,0,0,1
Steel,1534.23,ceramic,medium,16.32,2.34,1,1,0
Aluminum,655.61,die,low,20.45,0.68,0,1,1
Aluminum,710.69,die,high,25.69,2.74,0,0,0
Steel,1529.52,ceramic,low,13.64,1.61,1,1,0
Aluminum,702.08,sand,medium,15.12,2.15,0,0,1
Steel,1552.62,ceramic,medium,17.22,2.9,1,1,0
Aluminum,654.45,ceramic,low,25.22,0.75,0,1,1
Cast Iron,1241.95,ceramic,low,34.38,1.71,1,1,1
Cast Iron,1238.81,die,high,43.53,0.62,0,1,1
Aluminum,695.98,sand,medium,17.92,1.75,0,0,1
Aluminum,747.99,sand,medium,13.27,1.13,0,0,1
Aluminum,663.93,ceramic,medium,22.05,2.78,1,0,1
Cast Iron,1288.09,die,low,45.25,1.5,1,1,1
Aluminum,690.2,ceramic,high,5.44,2.08,0,0,1
Cast Iron,1252.35,die,low,35.5,2.65,1,1,0
Steel,1564.36,die,low,26.47,2.96,1,1,0
Cast Iron,1181.48,die,low,12.25,1.76,1,1,0
Cast Iron,1302.72,die,high,19.45,1.64,0,0,0
Steel,1460.55,sand,low,15.12,0.69,1,1,0
Cast Iron,1246.66,die,medium,44.5,0.53,0,1,0
Aluminum,724.21,die,medium,26.68,2.02,0,0,1
Aluminum,669.26,ceramic,medium,30.34,0.66,0,0,1
Cast Iron,1304.18,ceramic,high,31.72,1.45,0,1,1
Aluminum,666.68,sand,low,33.78,0.51,0,1,1
Cast Iron,1309.85,ceramic,high,27.3,2.04,0,0,0
Aluminum,696.89,die,low,5.8,1.56,0,1,1
Aluminum,718.46,ceramic,medium,20.06,0.82,0,1,1
Cast Iron,1333.48,sand,low,13.27,1.24,1,1,0
Aluminum,690.84,ceramic,low,35.61,1.92,0,1,1
Cast Iron,1196.59,ceramic,low,7.55,2.14,1,1,0
Aluminum,736.72,sand,high,30.37,1.66,0,0,1
Aluminum,666.16,sand,low,14.48,2.51,1,1,1
Steel,1544.72,die,low,47.7,0.78,1,1,0
Steel,1588.49,ceramic,low,20.1,0.71,1,1,0
Cast Iron,1284.88,die,high,19.63,0.61,0,1,0
Steel,1479.35,ceramic,high,46.55,1.84,1,1,1
Cast Iron,1180.46,ceramic,high,23.78,2.27,1,0,1
Steel,1487.85,die,low,48.33,0.83,1,1,0
Aluminum,689.14,ceramic,medium,6.09,2.1,0,0,1
Cast Iron,1181.83,ceramic,medium,18.79,1.69,1,1,1
Cast Iron,1309.56,ceramic,medium,34.98,2.97,1,1,1
Aluminum,685.7,sand,low,45.09,2.29,0,1,1
Cast Iron,1337.22,die,medium,16.54,2.14,1,1,0
Cast Iron,1318.5,sand,medium,46.87,1.93,1,1,1
Steel,1586.32,die,medium,31.74,2.99,1,1,0
Cast Iron,1208.9,die,low,41.05,2.95,1,1,1
Aluminum,707.37,ceramic,medium,22.87,1.85,0,1,1
Steel,1498.22,die,medium,14.55,1.64,1,1,0
Steel,1488.54,sand,low,46.01,1.66,1,1,1
Aluminum,710.71,sand,high,46.99,1.57,0,0,1
Aluminum,731.8,sand,medium,27.39,1.83,0,0,1
Steel,1464.04,die,high,5.29,1.18,0,0,0
Cast Iron,1205.15,sand,medium,9.94,2.82,1,0,0
Steel,1480.77,die,low,30.79,1.73,1,1,0
Aluminum,729.84,sand,high,6.07,2.61,0,0,1
Steel,1590.01,sand,high,22.86,1.69,0,0,0
Aluminum,657.99,die,high,18.65,2.3,0,0,1
Steel,1506.88,sand,high,37.15,1.34,1,1,1
Cast Iron,1332.9,ceramic,medium,7.5,2.06,1,1,0
Steel,1501.7,die,medium,26.99,1.75,1,1,0
Steel,1556.9,die,high,31.06,1.42,0,1,0
Aluminum,660.07,die,medium,32.78,2.7,1,1,1
Aluminum,694.44,ceramic,high,23.23,0.78,0,0,1
Aluminum,700.33,die,high,18.7,1.72,0,0,0
Steel,1563.65,sand,low,35.71,0.99,1,1,1
Cast Iron,1207.76,sand,high,43.14,2.65,1,1,1
Aluminum,676.42,sand,medium,36.21,1.13,0,1,1
Aluminum,680.3,die,high,46.94,2.08,0,0,1
Steel,1533.35,sand,low,37.28,0.91,1,1,0
Aluminum,737.6,die,medium,39.41,1.51,0,1,1
Cast Iron,1316.19,sand,low,12.56,2.75,1,1,0
Cast Iron,1161.59,ceramic,low,23.88,0.92,0,1,0
Aluminum,737.9,ceramic,high,26.83,2.16,0,0,1
Aluminum,659.51,ceramic,low,16.53,1.01,0,1,1
Steel,1512.3,ceramic,low,28.78,1.54,1,1,0
Cast Iron,1303.08,die,medium,18.09,1.85,1,1,0
Cast Iron,1166.3,sand,low,35.94,1.94,1,1,1
Aluminum,654.04,ceramic,high,26.16,2.01,0,0,1
Steel,1499.5,die,high,25.65,2.1,1,1,0
Cast Iron,1295.99,ceramic,high,49.26,1.18,0,1,1
Cast Iron,1254.35,ceramic,low,22.66,1.5,1,1,1
Steel,1512.55,die,medium,21.3,0.59,1,1,0
Steel,1571.96,die,high,19.34,2.42,1,0,0
Cast Iron,1303.34,sand,low,45.26,2.59,1,1,1
Cast Iron,1307.21,sand,high,27.35,1.0,0,0,1
Steel,1518.96,ceramic,high,32.0,1.0,0,1,0
Cast Iron,1153.89,ceramic,medium,13.14,0.61,0,1,0
Aluminum,667.21,sand,high,29.34,2.93,0,0,1
Aluminum,724.13,sand,medium,17.36,2.52,0,0,1
Steel,1562.98,die,low,37.88,1.4,1,1,0
Steel,1595.84,sand,high,42.46,1.7,1,1,1
Steel,1478.53,sand,low,37.17,1.23,1,1,0
Aluminum,662.29,ceramic,low,37.86,1.99,0,1,1
Cast Iron,1177.76,sand,low,28.06,2.29,1,1,1
Aluminum,668.48,ceramic,high,37.05,1.62,0,0,1
Cast Iron,1255.69,sand,medium,24.02,2.68,1,1,1
Aluminum,747.52,die,high,34.32,1.79,0,0,1
Cast Iron,1267.89,sand,low,16.66,0.86,1,1,0
Aluminum,702.27,sand,medium,8.14,2.06,0,0,0
Steel,1551.0,sand,low,23.61,1.66,1,1,0
Aluminum,657.39,ceramic,medium,25.78,2.84,1,1,1
Cast Iron,1313.07,die,high,16.54,1.48,1,1,0
Aluminum,714.69,sand,medium,37.75,1.51,0,1,1
Aluminum,667.12,ceramic,high,8.31,2.13,0,0,1
Aluminum,713.07,die,low,15.02,1.82,0,1,1
Steel,1539.43,ceramic,medium,38.69,1.44,1,1,1
Aluminum,656.49,ceramic,low,24.67,2.97,1,1,1
Steel,1490.04,die,medium,36.74,1.26,1,1,0
Steel,1508.64,sand,high,30.54,1.19,1,1,1
Aluminum,674.49,ceramic,medium,47.78,2.66,0,0,1
Aluminum,674.32,ceramic,medium,31.9,0.51,0,0,1
Aluminum,707.29,sand,high,5.67,1.0,0,0,1
Cast Iron,1244.17,sand,high,20.88,1.98,1,0,1
Aluminum,716.73,die,high,11.44,0.91,0,0,0
Steel,1593.46,die,medium,46.61,2.96,1,1,0
Aluminum,716.06,die,low,9.68,1.66,0,1,0
Cast Iron,1266.42,sand,medium,22.45,1.99,1,1,0
Aluminum,734.76,ceramic,medium,15.17,0.9,0,0,1
Cast Iron,1276.41,ceramic,low,43.1,1.22,1,1,1
Cast Iron,1183.11,die,high,18.89,2.04,1,0,0
Aluminum,681.47,sand,medium,49.64,1.87,0,1,1
Steel,1560.0,ceramic,low,6.74,2.46,1,1,0
Cast Iron,1297.68,die,high,10.77,1.17,0,0,0
Aluminum,748.7,ceramic,high,15.11,2.13,0,0,1
Aluminum,712.7,ceramic,medium,41.5,1.23,0,1,1
Steel,1584.93,sand,high,44.53,1.97,0,1,0
Cast Iron,1160.92,sand,high,8.22,2.01,0,0,0
Cast Iron,1263.24,ceramic,low,6.46,0.8,1,1,0
Aluminum,741.98,die,low,38.51,1.87,0,1,1
Aluminum,678.72,sand,high,11.0,0.53,0,0,1
Steel,1473.23,ceramic,low,10.98,1.75,1,1,0
Steel,1502.58,sand,high,6.01,2.24,1,0,0
Cast Iron,1308.45,sand,medium,7.24,0.68,1,1,0
Cast Iron,1166.94,sand,low,16.87,2.85,1,1,0
Aluminum,710.03,ceramic,high,7.93,1.65,0,0,0
Cast Iron,1177.13,die,high,21.6,2.85,1,0,0
Steel,1515.33,die,low,42.47,0.77,1,1,0
Steel,1594.9,die,low,19.68,2.87,1,1,0
Aluminum,669.51,sand,medium,37.75,0.77,0,0,1
Steel,1455.1,ceramic,high,9.23,1.65,1,0,0
Steel,1514.08,sand,medium,34.67,2.84,1,1,1
Steel,1536.65,die,medium,19.25,1.08,1,1,0
Steel,1494.63,die,medium,38.74,0.59,0,1,0
Aluminum,704.18,ceramic,low,11.13,2.48,0,1,1
Aluminum,745.34,sand,medium,45.4,1.99,0,1,1
Cast Iron,1212.35,die,low,15.92,1.78,1,1,0
Steel,1496.41,ceramic,low,20.89,0.59,1,1,0
Cast Iron,1246.55,sand,medium,47.76,2.13,1,1,1
Aluminum,701.53,sand,medium,31.03,0.93,0,0,1
Aluminum,650.14,die,high,21.46,2.83,0,0,1
Aluminum,711.59,die,medium,47.73,2.21,0,1,1
Aluminum,749.74,sand,high,19.81,2.27,0,0,1
Aluminum,679.2,sand,medium,9.27,1.08,0,0,1
Aluminum,713.08,die,medium,49.86,2.7,1,1,1
Aluminum,650.46,sand,medium,17.05,1.84,0,0,1
Steel,1540.65,die,medium,43.31,2.64,1,1,0
Cast Iron,1239.41,sand,high,12.45,1.18,0,0,0
Aluminum,703.03,die,high,37.91,2.39,0,0,1
Steel,1531.59,ceramic,medium,28.6,1.94,1,1,1
Steel,1476.54,die,medium,49.14,0.62,0,1,0
Cast Iron,1303.99,die,high,29.88,1.51,1,1,1
Aluminum,705.55,ceramic,low,6.13,0.96,0,1,1
Cast Iron,1204.04,sand,low,32.17,1.4,1,1,1
Aluminum,743.74,ceramic,low,11.54,1.46,0,1,1
Steel,1451.92,die,high,40.93,1.69,0,1,0
Steel,1558.89,sand,high,43.55,2.0,1,1,1
Steel,1507.19,ceramic,low,26.69,1.93,1,1,0
Steel,1528.38,sand,low,40.24,0.6,1,1,1
Cast Iron,1208.3,sand,medium,11.53,2.38,1,1,0
Aluminum,682.13,ceramic,high,27.14,2.87,0,0,1
Aluminum,651.52,sand,high,22.73,1.37,0,0,1
Cast Iron,1295.97,ceramic,low,32.51,0.95,1,1,1
Aluminum,721.08,die,low,7.0,1.85,1,1,0
Steel,1548.15,sand,high,38.85,2.26,1,1,0
Aluminum,737.8,die,medium,8.56,2.2,0,0,0
Steel,1585.19,die,low,34.54,2.03,1,1,0
Cast Iron,1261.29,sand,high,5.83,0.87,0,0,0
Aluminum,718.48,ceramic,high,42.43,2.59,0,0,1
Cast Iron,1152.2,sand,medium,12.86,1.56,0,1,0
Aluminum,734.63,die,medium,28.2,1.05,0,1,1
Steel,1572.46,die,low,16.77,0.72,1,1,0
Cast Iron,1154.05,ceramic,low,37.52,1.54,1,1,1
Aluminum,704.28,sand,low,19.46,2.04,1,1,1
Steel,1586.0,die,high,37.61,2.16,1,1,0
Cast Iron,1186.28,die,low,17.82,2.91,1,1,0
Cast Iron,1220.53,die,high,38.86,0.88,0,0,0
Aluminum,683.11,ceramic,low,6.38,2.96,1,1,1
Aluminum,685.59,die,medium,17.75,2.14,0,0,1
Aluminum,654.19,die,medium,27.44,1.64,0,0,1
Steel,1491.85,sand,high,7.03,2.72,1,1,0
Aluminum,679.49,sand,medium,13.37,2.24,0,0,1
Cast Iron,1323.17,die,high,47.05,1.37,1,1,1
Cast Iron,1220.42,die,high,48.96,2.71,1,1,1
Aluminum,694.72,sand,medium,38.29,2.17,0,1,1
Aluminum,688.07,ceramic,high,16.35,2.25,0,0,1
Cast Iron,1174.13,ceramic,medium,16.72,2.74,1,1,0
Steel,1598.55,ceramic,low,34.06,1.62,1,1,0
Aluminum,732.58,ceramic,low,10.29,2.14,1,1,1
Aluminum,704.09,ceramic,medium,47.67,2.36,0,1,1
Cast Iron,1245.27,ceramic,medium,15.12,1.63,1,1,1
Aluminum,714.93,ceramic,medium,49.98,0.71,0,1,1
Steel,1498.96,ceramic,medium,27.31,2.43,1,1,0
Cast Iron,1160.06,sand,low,39.71,0.62,0,1,1
Aluminum,690.43,ceramic,high,5.1,2.29,0,0,1
Cast Iron,1346.8,ceramic,high,44.99,2.78,1,0,1
Aluminum,668.23,ceramic,low,17.15,1.37,0,1,1
Aluminum,702.77,die,high,35.06,0.76,0,0,1
Aluminum,650.85,sand,low,41.29,1.08,0,1,1
Steel,1468.3,sand,high,12.39,1.91,1,0,0
Steel,1538.08,sand,medium,24.91,2.86,1,1,0
Cast Iron,1209.48,ceramic,medium,27.22,1.78,1,1,1
Aluminum,740.57,ceramic,medium,19.05,0.78,0,0,1
Aluminum,690.62,die,low,26.68,2.07,1,1,1
Steel,1481.21,sand,low,19.29,2.33,1,1,0
Aluminum,704.56,ceramic,high,21.23,1.48,0,0,1
Steel,1569.25,sand,high,35.12,2.3,1,1,0
Aluminum,651.94,die,high,33.47,1.31,0,0,1
Cast Iron,1251.1,die,low,15.45,2.47,1,1,0
Aluminum,727.34,die,high,45.39,1.35,0,0,1
Aluminum,660.36,sand,medium,43.83,1.14,0,1,1
Steel,1585.42,ceramic,high,27.91,2.7,1,1,0
Aluminum,676.45,ceramic,medium,24.5,1.87,0,0,1
Aluminum,667.06,die,low,21.96,1.21,0,1,1
Steel,1538.39,ceramic,medium,36.83,2.84,1,1,1
Cast Iron,1185.01,die,medium,35.22,2.23,1,1,0
Cast Iron,1285.94,sand,medium,13.83,1.05,0,1,0
Steel,1523.52,die,low,35.22,2.04,1,1,0
Steel,1466.49,sand,low,16.36,2.68,1,1,0
Steel,1586.87,die,low,5.84,2.24,1,1,0
Steel,1550.98,ceramic,low,36.46,1.11,1,1,0
Steel,1531.9,ceramic,high,34.02,2.12,1,1,1
Cast Iron,1224.87,die,low,23.49,2.05,1,1,0
Cast Iron,1176.97,ceramic,medium,28.66,2.55,1,1,1
Steel,1556.13,ceramic,low,47.62,0.95,1,1,1
Aluminum,731.37,ceramic,high,31.78,2.25,0,0,1
Steel,1468.87,sand,high,34.6,0.57,0,1,1
Aluminum,699.46,ceramic,high,7.88,2.24,0,0,1
Steel,1522.73,sand,medium,12.47,2.9,1,1,0
Steel,1502.49,die,low,18.54,0.94,1,1,0
Cast Iron,1307.87,ceramic,low,29.27,1.28,1,1,1
Aluminum,659.95,ceramic,low,39.95,1.96,0,1,1
Aluminum,670.5,ceramic,medium,19.46,2.33,0,0,1
Cast Iron,1150.32,die,medium,21.04,1.36,0,1,0
Cast Iron,1224.6,sand,high,16.53,2.16,0,0,0
Cast Iron,1208.24,sand,high,16.46,2.75,1,0,0
Cast Iron,1323.4,ceramic,low,47.7,2.32,1,1,1
Aluminum,724.58,die,medium,33.6,2.28,0,0,1
Aluminum,658.45,die,medium,12.02,1.45,0,0,0
Steel,1561.14,die,low,37.5,2.78,1,1,0
Steel,1551.31,die,low,37.49,1.19,1,1,0
Cast Iron,1206.34,die,high,34.99,1.01,0,1,1
Cast Iron,1153.09,sand,high,11.06,1.41,0,0,0
Cast Iron,1173.03,sand,high,23.36,2.13,0,0,0
Steel,1487.49,sand,low,9.8,2.65,1,1,0
Steel,1572.49,ceramic,low,41.75,0.83,1,1,1
Steel,1519.8,die,high,34.48,2.53,1,1,0
Steel,1587.76,ceramic,high,27.82,2.53,1,0,0
Steel,1568.37,die,medium,20.44,1.97,1,1,0
Steel,1493.07,sand,medium,13.29,2.4,1,1,0
Steel,1576.8,ceramic,high,9.79,0.95,0,0,0
Cast Iron,1173.34,sand,high,48.62,0.92,0,1,1
Cast Iron,1157.22,die,medium,13.98,2.66,1,1,0
Cast Iron,1271.71,die,high,7.69,1.75,0,0,0
Cast Iron,1218.35,die,medium,48.28,1.11,0,1,1
Steel,1499.41,sand,medium,29.7,2.22,1,1,0
Aluminum,718.72,die,medium,40.85,2.73,1,1,1
Steel,1577.52,sand,low,6.97,2.08,1,1,0
Aluminum,682.22,ceramic,low,30.51,1.37,0,1,1
Cast Iron,1215.0,die,high,22.92,1.71,1,1,0
Steel,1530.08,die,medium,39.74,2.38,1,1,0
Cast Iron,1280.64,die,low,6.73,0.67,1,1,0
Steel,1480.44,ceramic,high,23.08,1.04,0,0,0
Cast Iron,1332.54,die,high,40.96,1.66,1,1,1
Aluminum,715.44,sand,high,28.52,2.01,0,0,1
Aluminum,712.52,sand,high,29.75,1.35,0,0,1
Aluminum,740.42,die,high,9.37,1.25,0,0,0
Steel,1586.09,die,medium,10.95,0.6,1,1,0
Aluminum,663.56,ceramic,high,35.46,0.58,0,0,1
Steel,1471.76,ceramic,medium,35.38,1.2,1,1,0
Aluminum,726.19,ceramic,low,49.06,1.83,0,1,1
Aluminum,745.69,die,high,37.04,1.89,0,0,1
Steel,1549.98,ceramic,low,27.2,1.74,1,1,0
Steel,1511.7,ceramic,medium,43.58,1.52,1,1,1
Aluminum,718.35,sand,medium,9.7,1.13,0,0,1
Steel,1484.32,ceramic,low,25.22,1.5,1,1,0
Aluminum,749.8,sand,high,17.92,0.85,0,0,1
Steel,1514.66,sand,high,9.71,0.79,0,0,0
Cast Iron,1336.34,ceramic,low,39.36,1.25,1,1,1
Cast Iron,1236.16,sand,low,27.99,2.99,1,1,0
Cast Iron,1335.63,die,low,30.05,1.32,1,1,0
Cast Iron,1217.14,die,high,23.51,2.84,1,0,0
Cast Iron,1302.11,ceramic,high,25.72,1.48,0,0,0
Aluminum,745.1,die,high,10.22,1.6,0,0,0
Cast Iron,1279.2,sand,low,35.28,2.49,1,1,1
Cast Iron,1285.51,die,high,24.46,0.73,0,0,0
Cast Iron,1170.58,ceramic,medium,41.75,0.96,0,1,1
Cast Iron,1244.84,ceramic,low,13.83,2.93,1,1,0
Steel,1583.01,sand,high,14.23,1.76,1,0,0
Aluminum,674.09,ceramic,low,34.06,0.61,0,1,1
Cast Iron,1307.67,die,medium,43.07,0.62,0,1,1
Cast Iron,1285.14,ceramic,medium,26.25,2.77,1,1,0
Cast Iron,1194.6,sand,low,37.71,2.68,1,1,1
Aluminum,678.28,ceramic,low,49.97,1.65,0,1,1
Steel,1514.13,die,medium,49.56,0.91,0,1,0
Aluminum,662.51,sand,low,38.5,2.58,0,1,1
Steel,1587.01,die,medium,38.28,1.31,1,1,0
Cast Iron,1297.87,sand,medium,16.14,1.55,1,1,0
Cast Iron,1222.99,ceramic,high,42.51,2.21,1,1,1
Aluminum,679.97,sand,low,23.23,1.38,0,1,1
Aluminum,718.96,sand,low,48.29,2.07,1,1,1
Steel,1513.63,ceramic,high,8.66,2.71,1,0,0
Steel,1484.4,die,medium,24.61,2.49,1,1,0
Aluminum,693.02,ceramic,low,30.01,1.45,0,1,1
Steel,1580.69,sand,high,23.23,1.22,0,0,0
Aluminum,656.86,ceramic,high,14.48,1.21,0,0,1
Steel,1505.25,sand,low,31.68,1.37,1,1,0
Aluminum,746.23,ceramic,high,39.02,1.73,0,0,1
Aluminum,651.48,ceramic,medium,34.02,1.54,0,0,1
Aluminum,739.06,die,high,15.55,0.83,0,0,1
Steel,1506.23,sand,medium,37.92,0.91,0,1,0
Steel,1478.43,die,medium,16.56,1.36,0,1,0
Steel,1452.25,sand,low,12.88,1.91,1,1,0
Aluminum,657.05,ceramic,high,36.08,1.98,0,0,1
Steel,1475.78,sand,medium,42.93,1.72,1,1,1
Steel,1453.81,die,medium,26.67,2.35,1,1,0
Aluminum,683.58,die,high,28.91,2.34,0,0,1
Cast Iron,1158.98,die,medium,18.62,1.57,0,1,0
Aluminum,719.22,sand,high,27.26,0.81,0,0,1
Steel,1572.84,die,low,10.94,1.83,1,1,0
Aluminum,738.75,die,medium,48.01,1.45,0,1,1
Cast Iron,1259.83,die,medium,41.02,0.84,0,1,1
Aluminum,744.65,ceramic,high,35.06,2.95,0,0,1
Steel,1450.85,ceramic,high,29.22,1.42,0,1,0
Cast Iron,1176.8,sand,high,40.65,2.06,0,1,1
Steel,1493.97,sand,high,27.26,1.73,0,0,0
Cast Iron,1307.8,die,medium,18.5,0.86,1,1,0
Cast Iron,1327.08,ceramic,low,12.22,0.64,0,1,0
Aluminum,711.81,die,low,34.14,2.06,0,1,1
Aluminum,688.32,die,low,46.82,1.12,0,1,1
Steel,1549.88,ceramic,low,11.91,1.11,1,1,0
Aluminum,668.09,ceramic,high,13.1,2.89,0,0,1
Aluminum,695.79,ceramic,medium,24.51,1.65,0,0,1
Cast Iron,1251.51,sand,medium,41.31,0.57,0,1,1
Aluminum,660.49,sand,medium,18.23,1.35,0,0,1
Cast Iron,1156.77,die,high,16.43,1.96,0,0,0
Cast Iron,1300.02,sand,medium,32.9,1.32,1,1,1
Cast Iron,1256.94,ceramic,high,29.1,0.57,0,1,1
Steel,1499.84,ceramic,medium,7.71,1.61,1,1,0
Steel,1515.58,sand,low,8.67,0.76,1,1,0
Steel,1593.66,die,high,33.94,2.05,1,1,0
Cast Iron,1226.98,die,medium,25.93,2.05,0,1,0
Steel,1465.52,sand,low,48.69,0.59,1,1,1
